"","data_source","bibliographicCitation","type","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","taxonomicStatus","acceptedScientificName","scientificNameAuthorship","dayIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","yearIdentified","country"
"75311","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4773106","PhysicalObject","","","NY","NY","NY herbarium - The New York Botanical Garden - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","NY00995646","CFCR843","I. Cordeiro;","","1981-04-13 00:00:00","1981","4","13","1981-04-13","","","BR","Minas Gerais","","","Campo rupestres atrás da cidade.","","","-16.55944","-42.88944",NA,"","P. Acevedo-Rodríguez","1987-01-01","","Serjania elegans Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania elegans Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"21646","gbif","","Collection","","","UNIVASF","HVASF","HVASF - Herbário Vale do São Francisco","PRESERVED_SPECIMEN","5972","4356","Marcondes Oliveira","Trepadeira. Frutos maturos verdes-claros. Freqüente.","2009-07-21 00:00:00","2009","7","21","","","","BR","Pernambuco","","Cabrobó","VPR Junco","","","-8.226583","-39.32655",NA,"","Marcondes Oliveira","2009-07-21","","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"38613","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3701964","PhysicalObject","","","US","US","US herbarium - Smithsonian Institute - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","US00717629","3860","S. Cunha, A. Viegas;J. Kiehl e Pio","","1939-04-14 00:00:00","1939","4","14","4/14/1939","","Flowering","BR","Sao Paulo","","","Serra do Monjolo, Cunha.","","",NA,NA,NA,"","Acevedo-Rodriguez, P.",NA,"","Serjania regnellii Schltdl.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania regnellii Schltdl.","Schltdl.",NA,NA,NA,NA,NA,NA
"41454","gbif","","","Plantae","Atta","INBio","Plantae","Plantae of Costa Rica (INBio)","PRESERVED_SPECIMEN","1554601","","Juan Francisco Morales Quirós","","1993-04-19 00:00:00","1993","4","19","","","","CR","San José","Acosta","Palmichal","Bosque secundario en la cuenca superior del rio Poas.","","","9.849167","-84.14028",NA,"","Morales Quirós, Juan Francisco",NA,"","Paullinia costaricensis Radlk.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia costaricensis Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"11298","gbif","","","","","G","HERB","Instituto de Botánica Darwinion","PRESERVED_SPECIMEN","18315","","Montes, J. E.","",NA,NA,NA,NA,"","","","PY","Guairá","-","","Tobatinguá","","",NA,NA,NA,"","Ferrucci, M. S.",NA,"","Paullinia meliaefolia Juss.","Sapindaceae","Paullinia","SPECIES","SYNONYM","Paullinia meliifolia Juss.","Juss.",NA,NA,NA,NA,NA,NA
"39522","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3701480","PhysicalObject","","","US","US","US herbarium - Smithsonian Institute - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","US00700398","7064","G. Eiten;L. T. Eiten","","1966-04-17 00:00:00","1966","4","17","4/17/1966","","Woody vine growing up to 2 m tall, covering a Hibiscus tiliaceus shrub. Petals white, anthers golden yellow. All specimens of the number from one individual. On the beach. Climber Flowering","BR","Rio de Janeiro","","","Mun. de Mangaratiba: 3.5 km due ENE of Mangaratiba, NW corner of Sepitiba Bay, at point where beach meets mountain that forms the point, """"Ponte do Sai"""", opposite the small island """"Ilha do Sai"""".","","","-22.95","-44.08333",NA,"","Somner, G. V.",NA,"","Paullinia coriacea Casar.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia coriacea Casar.","Casar.",NA,NA,NA,NA,NA,NA
"56637","gbif","http://www.tropicos.org/Specimen/2104589","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2104589","Torres Colín 232","Rafael Torres C.|Pedro Tenorio L.","","1982-04-05 00:00:00","1982","4","5","","","","MX","Oaxaca","Putla","","""La Gritona"", 18 km, al SW de Putla, hacia Pinotepa Nacional. Secundaria. Suelo arenoso.","","",NA,NA,NA,"","E. Cabrera","1984-01-01","","Paullinia clavigera Schltdl.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia clavigera Schltdl.","Schltdl.",NA,NA,NA,NA,NA,NA
"42264","gbif","","","","","MNHN","P","The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris)","PRESERVED_SPECIMEN","P05242904","","Montes, J.E.","","1946-04-11 00:00:00","1946","4","11","","","","AR","","","","","Misiones; Candelaria; Loreto.","",NA,NA,NA,"","",NA,"","Serjania meridionalis Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania meridionalis Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"61413","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2883789","PhysicalObject","","","MNHN","P","P herbarium - Muséum national d’histoire naturelle, Paris - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","P05242970","72","Glaussen;","","1842-11-01 00:00:00","1842","11","1","1-11-1842/-","","","BR","Rio de Janeiro","","Nova Friburgo","","","",NA,NA,NA,"","",NA,"2010-2012","Serjania multiflora Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania multiflora Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"46459","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4294134","PhysicalObject","","","SPF","SPF","SPF herbarium - Universidade de são Paulo - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","SPF00175968","7472","Arbo, MM;","","1997-01-18 00:00:00","1997","1","18","","","","BR","Bahia","","São Gabriel","","","","-11.1","-41.54",NA,"","Pirani, JR","2006-01-01","","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"19553","gbif","","","","","NE","NE","NE AVH data","PRESERVED_SPECIMEN","NE 43534","","Williams, J.B.","Climber with tendrils.2 sheets","1975-07-25 00:00:00","1975","7","25","","","","AU","New South Wales","","","Deep Creek,c. 10 km S of Casino","","","-28.9","153.0167",NA,"","Williams, J.B.",NA,"","Cardiospermum grandiflorum Sw.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum grandiflorum Sw.","Sw.",NA,NA,NA,NA,NA,NA
"96205","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","1218070","28311","P. C. Standley","","1903-12-26 00:00:00","1903","12","26","26 Dec 1903","Moist thicket.","","PA","Colón","Canal Zone","","Gamboa.","","",NA,NA,NA,"","Ferrucci, M. S.",NA,"","Cardiospermum grandiflorum Sw.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum grandiflorum Sw.","Sw.",NA,NA,NA,NA,NA,NA
"76840","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4747678","PhysicalObject","","","NY","NY","NY herbarium - The New York Botanical Garden - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","NY00448427","SPF15101","A. S. Grotta;","","1953-11-22 00:00:00","1953","11","22","1953-11-22","","","BR","São Paulo","","","Margens do Rio Pirapitinguí.","","","-22.9","-47.06",NA,"","W. Hoehne",NA,"","Paullinia elegans Cambess.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia elegans Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"109916","gbif","","Collection","","","Universidade Estadual Paulista","BOTU","BOTU - Herbário Irina Delanova Gemtchújnicov","PRESERVED_SPECIMEN","12366","","Gemtchújnicov, I.D.","","1954-06-10 00:00:00","1954","6","10","","","","BR","São Paulo","","Eldorado","","","",NA,NA,NA,"","",NA,"","Serjania Mill.","Sapindaceae","Serjania","GENUS","ACCEPTED","Serjania Mill.","Mill.",NA,NA,NA,NA,NA,NA
"11339","gbif","","","","","CTES","HERB","Instituto de Botánica Darwinion","PRESERVED_SPECIMEN","200383","","Ferrucci, M. S.","",NA,NA,NA,NA,"","","","PY","-","-","","","","",NA,NA,NA,"","Ferrucci, M. S.",NA,"","Cardiospermum pterocarpum Radlk.","Sapindaceae","Urvillea","SPECIES","SYNONYM","Urvillea pterocarpa (Radlk.) Acev.-Rodr. & Ferrucci","Radlk.",NA,NA,NA,NA,NA,NA
"66822","gbif","Vega-Aviña R. y F. Vega-López. 1997. Flora del municipio de Culiacán, Sinaloa. Facultad de Agronomía. Universidad Autónoma de Sinaloa. Bases de datos SNIB-CONABIO, proyecto B022. México, D. F.","Event","4247","da1f0420620375a7166b938075ccf4ac","FA-UAS","UAS","Flora del municipio de Culiacán, Sinaloa","PRESERVED_SPECIMEN","016547","","Vega Aviña Rito; Gutiérrez G. Juan A.; Vega L. Inés F.","","1995-01-21 00:00:00","1995","1","21","","","","MX","Sinaloa","CULIACAN","","A 500 m al O del ejido Laguna de Canachi, orilla de la laguna.","","","24.12917","-107.1067",NA,"","JORGE ALEJANDRO HERNANDEZ VIZCARRA",NA,"","Paullinia tomentosa Jacq.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia tomentosa Jacq.","Jacq.",NA,NA,NA,NA,NA,NA
"103370","gbif","","","","","LAGU","Herbarium LAGU","Asociación Jardín Botánico La Laguna - Herbarium LAGU","PRESERVED_SPECIMEN","RV-00966","","Villacorta,R., González,J.C. & Montalvo,E.A.","","1992-02-13 00:00:00","1992","2","13","","","","SV","","","","Depto. Ahuachapán, P.N. El Imposible, Mirador del Mulo","","","13.81667","-89.93333",NA,"","P.Acevedo (US) 1994",NA,"","Paullinia fuscescens var. glabrata Croat","Sapindaceae","Paullinia","VARIETY","ACCEPTED","Paullinia fuscescens var. glabrata Croat","Croat",NA,NA,NA,NA,NA,NA
"88411","gbif","","","","","MNHN","P","The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris)","PRESERVED_SPECIMEN","P05241651","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Paullinia tomentosa Jacq.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia tomentosa Jacq.","Jacq.",NA,NA,NA,NA,NA,NA
"70391","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3224157","s.n.","A. Mocquerys","","1893-01-01 00:00:00","1893",NA,NA,"-- --- 1893 to  -- --- 1894","","","VE","Lara","Crespo","","Duaca","","","10.2855","-69.1624",NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Serjania paniculata Kunth","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania paniculata Kunth","Kunth",NA,NA,NA,NA,NA,NA
"121779","gbif","","","","","UM","MPU","Herbarium specimens of Université de Montpellier 2, Institut de Botanique (MPU))","PRESERVED_SPECIMEN","MPU263813","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Paullinia spicata Benth.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia spicata Benth.","Benth.",NA,NA,NA,NA,NA,NA
"59368","gbif","","","0945030a-f625-4b95-9f48-e5cb7d6eb879","","SD","","SD - SD Herbarium, San Diego Natural History Museum","PRESERVED_SPECIMEN","","3556","Jon Rebman; Jose Luis Leon de la Luz, J. Perez, M. Dominguez","","1996-09-22 00:00:00","1996","9","22","Sep 22, 1996","Opuntia cholla, Stenocereus gummosus, and Cardon","","MX","Baja California Sur","Unknown","","Gulf of California: Isla Monserrate","","","25.70611","-111.03",NA,"","",NA,"","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"16638","gbif","Avendaño-Reyes, S., I. Acosta R. 2019. Digitalización y sistematización de las colecciones biológicas del INECOL. Instituto Nacional de Ecología, A.C. Base de datos SNIB-CONABIO_Herbario XAL, Proyectos No. ME014, AA002, U021, L090, K004, E008 y P026. Ciudad de México","Event","50","083c6267aff5c561010371db17a4468e","INECOL","XAL","Digitalización y sistematización de las colecciones biológicas del INECOL (Herbario)","PRESERVED_SPECIMEN","XAL0111823","","C. Gutiérrez-Báez","Donación UACAM - Universidad Autónoma de Campeche CAMP - Herbario Etnobotánico","2005-03-12 00:00:00","2005","3","12","","Selva Mediana Subcaducifolia","","MX","Campeche","CAMPECHE","","2 km al SW de Mucuychakán","","","19.67056","-90.47278",NA,"","C. Gutiérrez-Báez",NA,"","Serjania yucatanensis Standl.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania yucatanensis Standl.","Standl.",NA,NA,NA,NA,NA,NA
"103500","gbif","","","","","LAGU","Herbarium LAGU","Asociación Jardín Botánico La Laguna - Herbarium LAGU","PRESERVED_SPECIMEN","JMR00461","","Rosales,J.M.","","2000-03-31 00:00:00","2000","3","31","","","","SV","","","","Depto. Ahuachapán, San Francisco Menéndez, El Corozo, El Mariposario, zona alta ""Los Sánchez""","","","13.81667","-89.98333",NA,"","M.S.Ferrucci (CTES) 2001-12",NA,"","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"95402","gbif","Zamora-Crescencio P., M. C. Sánchez-González y L. Aragón-Axomulco. 2005. Formación del banco de datos del herbario (UCAM). Herbario UCAM. Centro de Investigaciones Históricas y Sociales. Universidad Autónoma de Campeche. Bases de datos SNIB-CONABIO, proyecto AC002. México, D. F.","Event","1610","db9a009aab6db3320d29fdc42272de44","CIHS-UACAM","UCAM","Formación del banco de datos del herbario (UCAM)","PRESERVED_SPECIMEN","009451","","C. Gutiérrez Báez","NO DISPONIBLE","2001-03-19 00:00:00","2001","3","19","","NO DISPONIBLE","","MX","Campeche","CAMPECHE","","2 km al S de Samulá","","","19.79306","-90.54639",NA,"","C. Gutiérrez Báez",NA,"","Serjania yucatanensis Standl.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania yucatanensis Standl.","Standl.",NA,NA,NA,NA,NA,NA
"69508","gbif","","","cc54a5fd-2e20-4ea6-8871-b2af436d9de3","","DAV","Herbarium","DAV - UC Davis Herbarium","PRESERVED_SPECIMEN","","12915","Grady L. Webster; Kim I. Miller & Lillian W. Miller","","1962-08-10 00:00:00","1962","8","10","10 Aug 1962","Climbing vine; fls. whitish.","","MX","Chiapas","","","Woods of Acacia, Quercus, Garrya, Junipers et al. on limestone hills 3 miles NW of Comitan.","","5700 ft.",NA,NA,NA,"","dupl. det. T. Croat (MO), 1978",NA,"","Serjania racemosa Schum.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania racemosa Schum.","Schum.",NA,NA,NA,NA,NA,NA
"119372","gbif","","","","","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)","herbario","PRESERVED_SPECIMEN","112387","","Gómez Laurito, Jorge","","1985-02-02 00:00:00","1985","2","2","","","","CR","Puntarenas","Buenos Aires","","km 218 carretera Interamericana Sur.","","","0","0",NA,"","Gereau, Roy E.",NA,"","Serjania atrolineata Wright","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania atrolineata Wright","Wright",NA,NA,NA,NA,NA,NA
"27392","gbif","","Physical Object","","","JBRJ","RB","RB - Rio de Janeiro Botanical Garden Herbarium Collection","PRESERVED_SPECIMEN","RB00386331","151","J.Felfili; T.S.Filgueiras, D.Alvarenga & B.M.T.Walter","Trepadeira ca. 10 m de comprimento sobre árvore morta.","1988-11-17 00:00:00","1988","11","17","","","Mata ciliar.","BR","Minas Gerais","","Patrocínio","Fazenda Serra Negra.","","","-18.8","-46.9",NA,"","Genise V. Somner & María S. Ferrucci","2006-01-01","","Serjania ovalifolia Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania ovalifolia Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"75575","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4761806","PhysicalObject","","","NY","NY","NY herbarium - The New York Botanical Garden - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","NY00822209","36972","H. S. Irwin;","","1972-03-15 00:00:00","1972","3","15","1972-03-15","","","BR","Bahia","","","Ca. 13 km S of Cocos and 3 km S of the Rio Itaguarí","","","-14.29333","-44.5325",NA,"","P. Acevedo-Rodríguez","2005-01-01","","Serjania paludosa Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania paludosa Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"98980","gbif","http://www.tropicos.org/Specimen/169244","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","169244","Camp E-1830","Wendell H. Camp","","1945-02-06 00:00:00","1945","2","6","","","","EC","Azuay","","","","","",NA,NA,NA,"","J.J. Wurdack","1956-01-01","","Cardiospermum halicacabum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum halicacabum L.","L.",NA,NA,NA,NA,NA,NA
"32574","gbif","","Collection","","","UEM","HUEM","HUEM - Herbário da Universidade Estadual de Maringá","PRESERVED_SPECIMEN","18735","3055","Romagnolo, MB","Trepadeira; botões florais de col. creme-esverdeado.; Floresta Estacional Semidicidual","2010-07-13 00:00:00","2010","7","13","","","","BR","Paraná","","Diamante do Norte","Estação Ecológica do Caiuá, estrada Ribeirão Conceição.","","","-22.6","-52.88333",NA,"","Rosado","2012-09-01","","Serjania lethalis A.St.-Hil.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania lethalis A.St.-Hil.","A.St.-Hil.",NA,NA,NA,NA,NA,NA
"37630","gbif","","","","","","Botany","Naturalis Biodiversity Center (NL) - Botany","PRESERVED_SPECIMEN","U.1595349","Lindeman, JC; Haas, JH de Brazil 3472","Lindeman JC; Haas JH de","","1966-12-08 00:00:00","1966","12","8","","","","BR","Paraná","","","","","",NA,NA,NA,"","Kramer KU",NA,"","Paullinia elegans Cambess.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia elegans Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"13831","gbif","","","","","MNHN","P","The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris)","PRESERVED_SPECIMEN","P00107884","","Oldeman, R.A.A.","","1967-01-26 00:00:00","1967","1","26","","","","GF","","","","","Approuague, rives entre Saut Mapaou et Saut Athanase","",NA,NA,NA,"","Vieira Freire",NA,"","Paullinia rufescens Rich.","Sapindaceae","Paullinia","SPECIES","DOUBTFUL","Paullinia rufescens Rich.","Rich.",NA,NA,NA,NA,NA,NA
"59899","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4695683","PhysicalObject","","","HCF","HCF","HCF herbarium - Universidade Tecnológica Federal do Paraná - Campus Campo Mourão - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","HCF000000433","1646","M.G. Caxambu;E.M. Silva","","2007-08-07 00:00:00","2007","8","7","2007-08-07","","","BR","Paraná","","Goioerê","","","","-24.15861","-53.02833",NA,"","J. Cordeiro  |  E. Barboza","2008-01-01","","Serjania caracasana (Jacq.) Willd.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania caracasana (Jacq.) Willd.","(Jacq.) Willd.",NA,NA,NA,NA,NA,NA
"96319","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","2570319A","5157","G. T. Prance, D. Philcox, E. Forero, L. F. Coelho, J. F. Ramos & L. G. Farias","","1968-06-24 00:00:00","1968","6","24","24 Jun 1968","Secondary forest.","","BR","Rondônia","","","Vicinity of Jaciparaná, on road WNW of village.","","",NA,NA,NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Serjania noxia Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania noxia Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"78520","gbif","","","a3883acd-bc7d-40f2-a6e4-372a3435e5d1","","CM","Botany","Carnegie Museum of Natural History Herbarium","PRESERVED_SPECIMEN","CM378111","10676","Nunez, P.; Phillips, O.; Jaramillo, N.; Duellman, W.; Trueb, L.","","1989-06-14 00:00:00","1989","6","14","14 Jun 1989","Liana, fruits yellow","","ZZ","Peru","","","Madre de Dios: Tambopata Province Cuzco Amazonico","","200 m",NA,NA,NA,"","R.E.Gereau (1990)",NA,"","Paullinia itayensis J.F.Macbr.","Sapindaceae","Paullinia","SPECIES","SYNONYM","Paullinia reticulata Radlk.","J.F.Macbr.",NA,NA,NA,NA,NA,NA
